id,name,rgb,is_trans,num_parts,num_sets,y1,y2
1064,Fabuland Red,FF8014,FALSE,23,16,1979,1994
1100,Clikits Yellow,FFCF0B,FALSE,22,6,2003,2004
1102,Trans-Neon Red,FF0040,TRUE,22,9,2001,2004
1070,Pearl Blue,0059A3,FALSE,21,16,2003,2009
1071,Pearl Green,008E3C,FALSE,21,15,2003,2006
63,Chrome Pink,AA4D8E,FALSE,19,12,2001,2018
1036,Modulex Pastel Blue,68AECE,FALSE,19,19,1963,1963
1038,Modulex Pink,F785B1,FALSE,19,19,1963,1963
1091,Warm Yellowish Orange,FFCB78,FALSE,19,19,2004,2004
-1,[Unknown],0033B2,FALSE,17,2,2000,2000
68,Very Light Orange,F3CF9B,FALSE,16,16,2000,2002
1032,Modulex Aqua Green,27867E,FALSE,16,16,1963,1963
1068,Bright Reddish Orange,EE5434,FALSE,16,13,2003,2004
1077,Fabuland Lime,78FC78,FALSE,16,15,1982,1986
1139,Opal Trans-Yellow,F5CD2F,TRUE,15,10,2024,2025
1141,Neon Green,D2FC43,FALSE,13,7,1999,1999
76,Speckle DBGray-Silver,6C6E68,FALSE,12,9,2006,2006
1129,HO Olive Green,9B9A5A,FALSE,12,12,1957,1965
1138,Umber Brown,5E3F33,FALSE,12,12,2024,2025
1001,Medium Violet,9.39E+07,FALSE,11,11,2000,2005
1110,HO Dark Gray,6D6E5C,FALSE,11,11,1961,1964
1142,Dark Olive Green,5d5c36,FALSE,11,2,2000,2001
64,Chrome Black,1B2A34,FALSE,10,10,2008,2020
75,Speckle Black-Copper,05131D,FALSE,10,7,2006,2006
1014,Modulex Light Bluish Gray,AfB5C7,FALSE,10,10,1963,1963
1066,Curry,DD982E,FALSE,10,6,2004,2005
1067,Dark Nougat,AD6140,FALSE,10,10,2001,2004
1113,HO Dark Red,631314,FALSE,10,10,1958,1964
23,Dark Blue-Violet,2032B0,FALSE,9,9,2004,2006
1002,Glitter Trans-Neon Green,C0F500,TRUE,9,8,2015,2018
1109,HO Dark Blue,0A3463,FALSE,9,9,1958,1965
1027,Modulex Light Yellow,FFE371,FALSE,8,8,1963,1963
1140,Neon Orange,EC4612,FALSE,8,3,1999,1999
1024,Modulex Pink Red,F45C40,FALSE,7,7,1963,1963
1026,Modulex Light Orange,F7AD63,FALSE,7,7,1963,1963
1035,Modulex Medium Blue,61AFFF,FALSE,7,7,1963,1963
1037,Modulex Violet,BD7D85,FALSE,7,7,1963,1963
1074,Duplo Blue,009ECE,FALSE,6,6,2003,2004
1084,Two-tone Gold,AB673A,FALSE,6,6,2002,2002
1085,Two-tone Silver,737271,FALSE,6,6,2002,2002
1097,Glitter Trans-Medium Purple,8D73B3,TRUE,6,3,2005,2005
133,Speckle Black-Gold,05131D,FALSE,5,5,2010,2011
1012,Fabuland Orange,EF9121,FALSE,5,3,1983,1987
1076,Duplo Lime,FFF230,FALSE,5,3,1992,1992
1111,HO Dark Green,184632,FALSE,4,4,1958,1964
1121,HO Light Tan,f9f1c7,FALSE,4,4,1958,1964
1124,HO Medium Red,c01111,FALSE,4,4,1957,1958
1143,Glitter Milky White,FFFFFF,FALSE,4,4,1999,2005
1144,Chrome Red,CE3021,FALSE,4,4,2003,2009
1081,Rust Orange,872B17,FALSE,3,3,2004,2005
1106,HO Blue-gray,354e5a,FALSE,3,3,1958,1970
1125,HO Metallic Blue,0d4763,FALSE,3,3,1958,1961
1131,HO Sand Blue,6e8aa6,FALSE,3,3,1957,1965
1132,HO Sand Green,A0BCAC,FALSE,3,3,1958,1964
1133,HO Tan,E4CD9E,FALSE,3,3,1957,1964
1145,Ochre Yellow,DD9E47,FALSE,3,3,2025,2025
62,Chrome Green,3CB371,FALSE,2,2,1999,1999
1016,Modulex Charcoal Gray,595D60,FALSE,2,2,1963,1963
1083,Two-tone Copper,945148,FALSE,2,2,2001,2001
1090,Duplo Turquoise,3FB69E,FALSE,2,2,2003,2003
1099,Glitter Trans-Pink,E4ADC8,TRUE,2,1,2005,2005
1116,HO Earth Orange,bb771b,FALSE,2,2,1957,1958
1120,HO Light Gold,cdc298,FALSE,2,2,1957,1958
1123,HO Medium Blue,7396c8,FALSE,2,2,1958,1958
1126,HO Metallic Dark Gray,5e5e5e,FALSE,2,2,1958,1959
1052,Glitter Trans-Orange,F08F1C,TRUE,1,1,2020,2020
1075,Duplo Medium Blue,3E95B6,FALSE,1,1,2004,2004
1078,Duplo Medium Green,468A5F,FALSE,1,1,2003,2003
1079,Duplo Light Green,60BA76,FALSE,1,1,2004,2004
1080,Light Tan,F3C988,FALSE,1,1,2006,2006
1098,Glitter Trans-Green,84B68D,TRUE,1,1,2000,2000
1101,Duplo Dark Purple,5F27AA,FALSE,1,1,2003,2003
1104,HO Aqua,B3D7D1,FALSE,1,1,1958,1958
1105,HO Azure,1591cb,FALSE,1,1,1963,1963
1107,HO Cyan,5b98b3,FALSE,1,1,1958,1958
1108,HO Dark Aqua,a7dccf,FALSE,1,1,1958,1958
1112,HO Dark Lime,b2b955,FALSE,1,1,1958,1958
1114,HO Dark Sand Green,627a62,FALSE,1,1,1958,1958
1115,HO Dark Turquoise,10929d,FALSE,1,1,1965,1965
1117,HO Gold,b4a774,FALSE,1,1,1958,1958
1118,HO Light Aqua,a3d1c0,FALSE,1,1,1958,1958
1119,HO Light Brown,965336,FALSE,1,1,1957,1957
1122,HO Light Yellow,f5fab7,FALSE,1,1,1958,1958
1127,HO Metallic Green,879867,FALSE,1,1,1958,1958
1128,HO Metallic Sand Blue,5f7d8c,FALSE,1,1,1958,1958
1130,HO Rose,d06262,FALSE,1,1,1958,1958
1134,HO Titanium,616161,FALSE,1,1,1958,1958
